date,title,artist,peakPos,lastPos,weeks,rank,change
1983-05-28,I Like It,Debarge,31,67,17,97,-30,
1983-05-28,One On One,Daryl Hall John Oates,7,47,18,89,-42,
1983-05-28,Separate Ways (Worlds Apart),Journey,8,38,17,69,-31,
1983-05-28,Sign Of The Times,The Belle Stars,75,75,4,100,-25,
1983-05-28,Smiling Islands,Robbie Patton,52,88,12,96,-8,
1983-05-28,Swingin',John Anderson,43,89,13,93,-4,
1983-05-28,Twilight Zone,Golden Earring,10,85,27,99,-14,
1983-05-28,We've Got Tonight,Kenny Rogers And Sheena Easton,6,84,18,92,-8,
1983-05-28,Whatever Happened To Old Fashioned Love,B.J. Thomas,93,93,2,98,-5,
1983-05-21,Back On The Chain Gang,Pretenders,5,79,24,91,-12,
1983-05-21,Do You Really Want To Hurt Me,Culture Club,2,37,25,73,-36,
1983-05-21,I Eat Cannibals,Total Coelo,66,69,6,92,-23,
1983-05-21,I Know There's Something Going On,Frida,13,77,29,94,-17,
1983-05-21,Make Love Stay,Dan Fogelberg,29,97,16,100,-3,
1983-05-21,Minimum Love,Mac McAnally,41,85,12,99,-14,
1983-05-21,Take The Short Way Home,Dionne Warwick,41,96,13,98,-2,
1983-05-21,Tonight,The Whispers,84,88,4,97,-9,
1983-05-21,"Where Everybody Knows Your Name (The Theme From ""Cheers"")",Gary Portnoy,83,84,4,83,1,
1983-05-21,Whirly Girl,Oxo,28,67,14,87,-20,
1983-05-21,Wind Him Up,Saga,64,78,8,96,-18,
1983-05-14,Do You Wanna Hold Me?,Bow Wow Wow,77,77,4,99,-22,
1983-05-14,I've Got A Rock N' Roll Heart,Eric Clapton,18,73,16,92,-19,
1983-05-14,Mexican Radio,Wall Of Voodoo,58,82,9,94,-12,
1983-05-14,Never Give Up,Sammy Hagar,46,55,8,91,-36,
1983-05-14,The Devil Made Me Do It,Golden Earring,79,79,4,100,-21,
1983-05-14,You Are,Lionel Richie,4,38,18,50,-12,
1983-04-30,Breaking Us In Two,Joe Jackson,18,63,16,91,-28,
1983-04-30,Desperate But Not Serious,Adam Ant,66,97,8,99,-2,
1983-04-30,Escalator Of Life,Robert Hazard,58,66,9,94,-28,
1983-04-30,Every Home Should Have One,Patti Austin,62,93,15,100,-7,
1983-04-30,Goodnight Saigon,Billy Joel,56,86,7,98,-12,
1983-04-30,Love On My Mind Tonight,The Temptations,88,88,3,96,-8,
1983-04-30,Outstanding,The Gap Band,51,64,8,93,-29,
1983-04-30,Stray Cat Strut,Stray Cats,3,68,19,88,-20,
1983-04-30,The Fanatic,Felony,42,75,12,97,-22,
1983-04-30,Wind Beneath My Wings,Lou Rawls,65,65,6,92,-27,
1983-04-23,Allentown,Billy Joel,17,87,22,98,-11,
1983-04-23,"Baby, Come To Me",Patti Austin With James Ingram,1,76,32,90,-14,
1983-04-23,Count On Me,Gerard McMahon,85,85,3,100,-15,
1983-04-23,Down Under,Men At Work,1,74,25,89,-15,
1983-04-23,I Don't Care Anymore,Phil Collins,39,72,11,92,-20,
1983-04-23,If You Wanna Get Back Your Lady,The Pointer Sisters,67,67,5,94,-27,
1983-04-23,Should I Stay Or Should I Go,The Clash,45,91,23,99,-8,
1983-04-23,You And I,Eddie Rabbitt With Crystal Gayle,7,81,29,95,-14,
1983-04-23,You Are In My System,The System,64,82,8,96,-14,
1983-04-16,American Made,The Oak Ridge Boys,72,72,5,96,-24,
1983-04-16,Eenie Meenie,Jeffrey Osborne,76,76,5,97,-21,
1983-04-16,My Kind Of Lady,Supertramp Featuring Rick Davies,31,84,12,99,-15,
1983-04-16,Nice Girls,Melissa Manchester,42,89,11,92,-3,
1983-04-16,Only You,Yaz,67,91,8,94,-3,
1983-04-16,Sex (I'm A...),Berlin,62,90,7,93,-3,
1983-04-16,Walking In L.a.,Missing Persons,70,92,6,95,-3,
1983-04-16,Your Love Is Driving Me Crazy,Sammy Hagar,13,93,19,98,-5,
1983-03-26,Betcha She Don't Love You,Evelyn King,49,87,11,96,-9,
1983-03-26,Don't Tell Me You Love Me,Night Ranger,40,86,11,95,-9,
1983-03-26,I Can't Stand Still,Don Henley,48,88,11,97,-9,
1983-03-26,Keep It Tight,Single Bullet Theory,78,78,4,94,-16,
1983-03-26,Love Me Again,The John Hall Band,64,97,10,100,-3,
1983-03-26,Tied Up,Olivia Newton-John,38,89,11,98,-9,
1983-03-26,What Love Is,Marty Balin,63,91,6,99,-8,
1983-03-26,You Can't Hurry Love,Phil Collins,10,64,21,93,-29,
1983-03-19,Africa,Toto,1,69,21,93,-24,
1983-03-19,Heart To Heart,Kenny Loggins,15,68,17,92,-24,
1983-03-19,Maneater,Daryl Hall John Oates,1,91,23,99,-8,
1983-03-19,Please Mr. Postman,Gentle Persuasion,82,82,4,96,-14,
1983-03-19,Sexual Healing,Marvin Gaye,3,89,21,98,-9,
1983-03-19,Shoppin' From A To Z,Toni Basil,77,77,4,95,-18,
1983-03-19,The Clapping Song,Pia Zadora,36,70,15,100,-30,
1983-03-19,The Other Guy,Little River Band,11,71,18,94,-23,
1983-02-26,After I Cry Tonight,Lanier & Co.,48,88,13,95,-7,
1983-02-26,All Those Lies,Glenn Frey,41,90,12,99,-9,
1983-02-26,I Knew You When,Linda Ronstadt,37,83,12,94,-11,
1983-02-26,Love In Store,Fleetwood Mac,22,89,14,96,-7,
1983-02-26,The Look Of Love (Part One),ABC,18,92,25,100,-8,
1983-02-26,The One That Really Matters,Survivor,74,86,6,98,-12,
1983-02-26,What You're Missing,Chicago,81,91,5,97,-6,
1983-02-19,Bad Boy,Ray Parker Jr.,35,73,12,95,-22,
1983-02-19,Forever,Little Steven,63,97,9,97,0,
1983-02-19,Got To Be There,Chaka Khan,67,98,7,98,0,
1983-02-19,I Do,The J. Geils Band,24,93,14,93,0,
1983-02-19,Memory,Barry Manilow,39,96,14,96,0,
1983-02-19,Right Before Your Eyes,America,45,99,13,100,-1,
1983-02-19,Shock The Monkey,Peter Gabriel,29,65,18,85,-20,
1983-02-19,Steppin' Out,Joe Jackson,6,94,27,94,0,
1983-02-19,Still Taking Chances,Michael Murphey,76,100,7,99,1,
1983-01-29,All Touch,Rough Trade,58,58,7,58,0,
1983-01-29,Are You Getting Enough Happiness,Hot Chocolate,65,65,7,95,-30,
1983-01-29,Are You Serious,Tyrone Davis,57,57,6,57,0,
1983-01-29,Does It Make You Remember,Kim Carnes,36,62,13,94,-32,
1983-01-29,Eminence Front,The Who,68,68,6,97,-29,
1983-01-29,Funny How Time Slips Away,The Spinners,67,67,8,96,-29,
1983-01-29,Industrial Disease,Dire Straits,75,75,4,98,-23,
1983-01-29,Psychobabble,The Alan Parsons Project,57,87,10,100,-13,
1983-01-29,Shadows Of The Night,Pat Benatar,13,85,16,99,-14,
1983-01-22,Be My Lady,Jefferson Starship,28,95,16,95,0,
1983-01-22,Everybody Wants You,Billy Squier,32,87,17,99,-12,
1983-01-22,Goodbye To You,Scandal Featuring Patty Smyth,65,85,11,98,-13,
1983-01-22,Heart Attack,Olivia Newton-John,3,89,21,100,-11,
1983-01-22,I Gotta Try,Michael McDonald,44,44,11,74,-30,
1983-01-22,It's Raining Again,Supertramp Featuring Roger Hodgson,11,52,13,83,-31,
1983-01-22,Missing You,Dan Fogelberg,23,61,16,93,-32,
1983-01-22,Muscles,Diana Ross,10,59,17,92,-33,
1983-01-22,On The Wings Of Love,Jeffrey Osborne,29,71,18,96,-25,
1983-01-22,Take The Time,Michael Stanley Band,81,81,5,97,-16,
1983-01-22,Up Where We Belong,Joe Cocker And Jennifer Warnes,1,58,23,91,-33,
1983-01-22,Young Love,Janet Jackson,64,64,6,94,-30,
1983-01-15,"(you're So Square) Baby, I Don't Care",Joni Mitchell,47,76,9,96,-20,
1983-01-15,Bad Boy/Having A Party,Luther Vandross,55,66,12,94,-28,
1983-01-15,"Beg, Borrow Or Steal",Hughes/Thrall,79,80,5,79,1,
1983-01-15,Cross My Heart,Lee Ritenour,69,89,7,100,-11,
1983-01-15,Heartlight,Neil Diamond,5,87,19,99,-12,
1983-01-15,Nowhere To Run,Santana,66,79,8,98,-19,
1983-01-15,Pressure,Billy Joel,20,93,17,93,0,
1983-01-15,Whatcha Gonna Do,Chilliwack,41,62,13,92,-30,
1982-12-18,A Love Song,Kenny Rogers,47,94,10,94,0,
1982-12-18,Eye In The Sky,The Alan Parsons Project,3,95,25,98,-3,
1982-12-18,Get Closer,Linda Ronstadt,29,96,12,99,-3,
1982-12-18,Jack & Diane,John Cougar,1,85,22,96,-11,
1982-12-18,Stand Or Fall,The Fixx,76,91,8,91,0,
1982-12-18,Wake Up My Love,George Harrison,53,53,5,100,-47,
1982-12-18,You've Got Another Thing Comin',Judas Priest,67,87,7,97,-10,
1982-11-27,I Get Excited,Rick Springfield,32,89,12,98,-9,
1982-11-27,I Need You,Paul Carrack,37,91,13,100,-9,
1982-11-27,Sweet Time,REO Speedwagon,26,67,14,88,-21,
1982-11-27,Talk Talk,Talk Talk,75,100,7,99,1,
1982-11-27,The Message,Grandmaster Flash,62,85,7,94,-9,
1982-11-27,Tough World,Donnie Iris,57,57,6,85,-28,
1982-11-20,Attack Of The Name Game,Stacy Lattisaw,70,93,6,99,-6,
1982-11-20,Close Enough To Perfect,Alabama,65,91,12,94,-3,
1982-11-20,Eye Of The Tiger,Survivor,1,75,25,93,-18,
1982-11-20,Get Up And Go,Go-Go's,50,74,9,92,-18,
1982-11-20,Right Here And Now,Bill Medley,58,87,8,96,-9,
1982-11-20,She's Tight,Cheap Trick,65,92,7,98,-6,
1982-11-20,So Much In Love,Timothy B. Schmit,59,88,8,97,-9,
1982-11-20,The Only Way Out,Cliff Richard,64,84,7,90,-6,
1982-11-20,Tug Of War,Paul McCartney,53,94,8,95,-1,
1982-11-13,Abracadabra,The Steve Miller Band,1,83,25,99,-16,
1982-11-13,Don't Fight It,Kenny Loggins with Steve Perry,17,76,12,97,-21,
1982-11-13,Hard To Say I'm Sorry,Chicago,1,84,24,100,-16,
1982-11-13,Hold On,Santana,15,73,14,95,-22,
1982-11-13,Young Love,Air Supply,38,80,9,98,-18,
1982-10-30,Do You Wanna Touch Me (Oh Yeah),Joan Jett & the Blackhearts,20,78,14,93,-15,
1982-10-30,Hurts So Good,John Cougar,2,77,28,91,-14,
1982-10-30,I Will Always Love You,Dolly Parton,53,99,14,96,3,
1982-10-30,Johnny Can't Read,Don Henley,42,85,11,98,-13,
1982-10-30,Let Me Tickle Your Fancy,Jermaine Jackson,18,87,15,99,-12,
1982-10-30,Make Believe,Toto,30,81,13,94,-13,
1982-10-30,Take The L.,The Motels,52,88,9,100,-12,
1982-10-30,You Keep Runnin' Away,38 Special,38,84,11,95,-11,
1982-10-23,777-9311,The Time,88,88,3,93,-5,
1982-10-23,Electricland,Bad Company,74,74,4,74,0,
1982-10-23,Holdin' On,Tane Cain,37,89,11,94,-5,
1982-10-23,Let It Be Me,Willie Nelson,40,82,12,89,-7,
1982-10-23,Love Is In Control (Finger On The Trigger),Donna Summer,10,94,18,95,-1,
1982-10-23,Love Will Turn You Around,Kenny Rogers,13,100,17,100,0,
1982-10-23,Only Time Will Tell,Asia,17,83,14,90,-7,
1982-10-23,Take It Away,Paul McCartney,10,98,16,98,0,
1982-10-23,Think I'm In Love,Eddie Money,16,87,17,92,-5,
1982-10-16,All Of My Love,Bobby Caldwell,77,77,6,92,-15,
1982-10-16,Burning Down One Side,Robert Plant,64,86,6,95,-9,
1982-10-16,Machinery,Sheena Easton,57,84,7,93,-9,
1982-09-25,American Music,The Pointer Sisters,16,81,14,93,-12,
1982-09-25,Keep The Fire Burnin',REO Speedwagon,7,85,16,94,-9,
1982-09-25,Let It Whip,Dazz Band,5,89,23,99,-10,
1982-09-25,Only The Lonely,The Motels,9,92,23,100,-8,
1982-09-25,Out Of Work,Gary U.S. Bonds,21,88,16,97,-9,
1982-09-25,Planet Rock,Afrika Bambaataa & The Soul Sonic Force,48,87,11,96,-9,
1982-09-25,Right Away,Kansas,73,73,6,88,-15,
1982-09-25,She Looks A Lot Like You,Clocks,67,67,5,67,0,
1982-09-25,Themes From E.T. (The Extra-Terrestrial),Walter Murphy,47,86,9,95,-9,
1982-09-25,Your Daddy Don't Know,Toronto,77,77,8,91,-14,
1982-09-18,How Can I Live Without Her,Christopher Atkins,71,94,7,97,-3,
1982-09-18,In The Driver's Seat,John Schneider,72,95,6,98,-3,
1982-09-18,Kids In America,Kim Wilde,25,85,18,93,-8,
1982-09-18,Love Or Let Me Be Lonely,Paul Davis,40,76,10,91,-15,
1982-09-18,Rosanna,Toto,2,86,23,94,-8,
1982-09-18,Sara,Bill Champlin,61,93,8,96,-3,
1982-09-18,She Got The Goldmine (i Got The Shaft),Jerry Reed,57,99,9,100,-1,
1982-09-18,"Someday, Someway",Marshall Crenshaw,36,87,11,95,-8,
1982-08-28,Do I Do,Stevie Wonder,13,76,14,98,-22,
1982-08-28,I Found Somebody,Glenn Frey,31,91,13,100,-9,
1982-08-28,Love's Been A Little Bit Hard On Me,Juice Newton,7,73,17,97,-24,
1982-08-28,Now Or Never,Axe,64,64,6,95,-31,
1982-08-28,Personally,Karla Bonoff,19,35,18,93,-58,
1982-08-28,Route 101,Herb Alpert,37,37,10,94,-57,
1982-08-28,Seasons Of The Heart,John Denver,78,78,5,99,-21,
1982-08-28,Your Imagination,Daryl Hall John Oates,33,33,11,92,-59,
1982-08-21,Caught Up In You,38 Special,10,52,17,94,-42,
1982-08-21,Early In The Morning,The Gap Band,24,58,14,96,-38,
1982-08-21,Enough Is Enough,April Wine,50,50,8,93,-43,
1982-08-21,Foolin' Yourself,Aldo Nova,65,65,6,98,-33,
1982-08-21,Going To A Go-Go,The Rolling Stones,25,86,11,99,-13,
1982-08-21,Hooked On Swing,Larry Elgart And His Manhattan Swing Orchestra,31,87,12,100,-13,
1982-08-21,Still They Ride,Journey,19,57,14,95,-38,
1982-08-21,What Kind Of Fool Am I,Rick Springfield,21,36,12,92,-56,
1982-08-21,Why,Carly Simon,74,74,6,97,-23,
1982-08-14,Any Day Now,Ronnie Milsap,14,57,16,92,-35,
1982-08-14,Ebony And Ivory,Paul McCartney And Stevie Wonder,1,92,19,99,-7,
1982-08-14,Forget Me Nots,Patrice Rushen,23,88,16,97,-9,
1982-08-14,Heat Of The Moment,Asia,4,91,18,98,-7,
1982-08-14,If You Want My Love,Cheap Trick,45,85,11,95,-10,
1982-08-14,Loveline,Dr. Hook,60,93,10,100,-7,
1982-08-14,Mega Force,707,62,62,6,94,-32,
1982-08-14,Nice Girls,Eye To Eye,37,55,13,91,-36,
1982-08-14,Play The Game Tonight,Kansas,17,86,15,96,-10,
1982-08-14,Take Me Down,Alabama,18,59,13,93,-34,
1982-08-14,Younger Days,Joe Fagin,80,80,3,80,0,
1982-07-31,Angel In Blue,The J. Geils Band,40,74,11,97,-23,
1982-07-31,Be Mine Tonight,Neil Diamond,35,63,11,93,-30,
1982-07-31,Body Language,Queen,11,77,14,99,-22,
1982-07-31,Cutie Pie,One Way,61,83,10,100,-17,
1982-07-31,Dancing In The Street,Van Halen,38,73,11,96,-23,
1982-07-31,Island Of Lost Souls,Blondie,37,70,10,95,-25,
1982-07-31,Landslide,Olivia Newton-John,52,76,8,98,-22,
1982-07-31,No One Like You,Scorpions,65,65,7,94,-29,
1982-07-24,867-5309/jenny,Tommy Tutone,4,87,27,96,-9,
1982-07-24,After The Glitter Fades,Stevie Nicks,32,63,11,93,-30,
1982-07-24,Dance Wit' Me - Part 1,Rick James,64,91,9,91,0,
1982-07-24,Don't Talk To Strangers,Rick Springfield,2,85,21,97,-12,
1982-07-24,Every Love Song,Greg Kihn Band,82,86,2,82,4,
1982-07-24,Hooked On Big Bands,The Frank Barber Orch.,61,80,12,99,-19,
1982-07-24,Hope You Love Me Like You Say You Do,Huey Lewis & The News,36,82,11,100,-18,
1982-07-24,Into My Love,Greg Guidry,92,94,2,92,2,
1982-07-24,It's Gonna Take A Miracle,Deniece Williams,10,66,17,95,-29,
1982-07-24,Making Love,Roberta Flack,13,84,21,98,-14,
1982-07-24,Outlaw,War,94,98,3,94,4,
1982-07-24,To Dream The Dream,Frankie Miller,62,62,6,79,-17,
1982-07-17,Happy Hour,Deodato,70,70,5,100,-30,
1982-07-17,I'll Find My Way Home,Jon & Vangelis,51,63,9,97,-34,
1982-07-17,I've Never Been To Me,Charlene,3,88,23,93,-5,
1982-07-17,Man On Your Mind,Little River Band,14,89,16,96,-7,
1982-07-17,Right Kind Of Love,Quarterflash,56,67,8,99,-32,
1982-07-17,Too Good To Turn Back Now,Rick Bowles,77,77,3,77,0,
1982-07-17,What Do All The People Know,The Monroes,59,68,8,68,0,
1982-07-17,When It's Over,Loverboy,26,95,15,95,0,
1982-06-26,Back To School Again,Four Tops,71,93,7,98,-5,
1982-06-26,How Can You Love Me,Ambrosia,86,86,4,94,-8,
1982-06-26,I Predict,Sparks,60,87,7,95,-8,
1982-06-26,Murphy's Law,Cheri,39,85,12,92,-7,
1982-06-26,My Girl,Donnie Iris,25,95,14,100,-5,
1982-06-26,Route 66,The Manhattan Transfer,78,92,5,97,-5,
1982-06-26,Standing On The Top-Part 1,The Temptations Featuring Rick James,66,90,8,93,-3,
1982-06-26,The Last Safe Place On Earth,Le Roux,77,91,5,96,-5,
1982-06-26,The Very Best In You,Change,84,94,5,99,-5,
1982-06-19,Cat People (Putting Out Fire),David Bowie,67,98,10,99,-1,
1982-06-19,Chariots Of Fire - Titles,Vangelis,1,95,28,97,-2,
1982-06-19,Get Down On It,Kool & The Gang,10,94,17,96,-2,
1982-06-19,How Long,Rod Stewart,49,97,9,98,-1,
1982-06-19,I Love Rock 'N Roll,Joan Jett & the Blackhearts,1,99,20,100,-1,
1982-05-29,Do You Believe In Love,Huey Lewis & The News,7,65,17,98,-33,
1982-05-29,Goin' Down,Greg Guidry,17,36,16,91,-55,
1982-05-29,Hang Fire,The Rolling Stones,20,55,11,93,-38,
1982-05-29,Just To Satisfy You,Waylon & Willie,52,94,9,94,0,
1982-05-29,Key Largo,Bertie Higgins,8,66,29,99,-33,
1982-05-29,Man On The Corner,Genesis,40,67,11,100,-33,
1982-05-29,One To One,Carole King,45,45,10,90,-45,
1982-05-29,Secret Journey,The Police,46,46,8,92,-46,
1982-05-29,Stars on 45 III,Stars On,28,62,10,96,-34,
1982-05-29,Theme From Magnum P.i.,Mike Post,25,60,17,95,-35,
1982-05-29,Turn On Your Radar,Prism,64,64,7,97,-33,
1982-05-22,(oh) Pretty Woman,Van Halen,12,76,16,97,-21,
1982-05-22,Baby Step Back,Gordon Lightfoot,50,50,8,93,-43,
1982-05-22,Edge Of Seventeen (Just Like The White Winged Dove),Stevie Nicks,11,68,14,96,-28,
1982-05-22,Finally,T.G. Sheppard,58,58,8,95,-37,
1982-05-22,Fly Away,Stevie Woods,84,88,2,84,4,
1982-05-22,I'm In Love Again,Pia Zadora,45,65,9,85,-20,
1982-05-22,Let's Hang On,Barry Manilow,32,80,10,98,-18,
1982-05-22,Put Away Your Love,Alessi,71,75,4,71,4,
1982-05-22,Since You're Gone,The Cars,41,82,9,99,-17,
1982-05-22,The Gigolo,O'Bryan,57,84,9,100,-16,
1982-05-22,Work That Body,Diana Ross,44,44,7,92,-48,
1982-05-15,Baby Makes Her Blue Jeans Talk,Dr. Hook,25,83,12,95,-12,
1982-05-15,Beechwood 4-5789,Carpenters,74,74,4,74,0,
1982-05-15,Fool For Your Love,Jimmy Hall,77,77,3,77,0,
1982-05-15,Genius Of Love,Tom Tom Club,31,85,17,96,-11,
1982-05-15,I'll Try Something New,A Taste Of Honey,41,87,10,98,-11,
1982-05-15,If I Had My Wish Tonight,David Lasley,36,36,10,81,-45,
1982-05-15,Make A Move On Me,Olivia Newton-John,5,80,14,94,-14,
1982-05-15,Open Arms,Journey,2,92,18,100,-8,
1982-05-15,Pac-Man Fever,Buckner & Garcia,9,86,19,97,-11,
1982-05-15,Teach Me Tonight,Al Jarreau,70,79,7,93,-14,
1982-05-15,That Girl,Stevie Wonder,4,91,18,99,-8,
1982-04-24,Apache,Sugarhill Gang,53,53,11,95,-42,
1982-04-24,Centerfold,The J. Geils Band,1,89,25,99,-10,
1982-04-24,Don't Stop Me Baby (I'm On Fire),The Boys Band,61,61,8,96,-35,
1982-04-24,Hollywood,Shooting Star,70,87,5,97,-10,
1982-04-24,Loving You,Chris Rea,88,88,3,98,-10,
1982-04-24,On A Carousel,Glass Moon,50,50,7,94,-44,
1982-04-24,Pop Goes The Movies Part I,Meco,35,35,11,87,-52,
1982-04-24,Sweet Dreams,Air Supply,5,29,20,86,-57,
1982-04-24,Tonight I'm Yours (Don't Hurt Me),Rod Stewart,20,94,14,100,-6,
1982-04-17,Bobbie Sue,The Oak Ridge Boys,12,32,14,93,-61,
1982-04-17,Never Give Up On A Good Thing,George Benson,52,52,9,98,-46,
1982-04-17,On The Way To The Sky,Neil Diamond,27,60,10,99,-39,
1982-04-17,Over The Line,Eddie Schwartz,91,91,5,91,0,
1982-04-17,Shake It Up,The Cars,4,68,22,100,-32,
1982-04-17,Shine On,George Duke,41,41,9,97,-56,
1982-04-17,Sleepwalk,Larry Carlton,74,86,8,96,-10,
1982-03-27,Abacab,Genesis,26,71,14,98,-27,
1982-03-27,Another Sleepless Night,Anne Murray,44,44,9,55,-11,
1982-03-27,Call Me,Skyy,26,50,11,77,-27,
1982-03-27,Don't Let Me In,Sneaker,63,63,5,63,0,
1982-03-27,Harden My Heart,Quarterflash,3,48,24,76,-28,
1982-03-27,I Believe,Chilliwack,33,55,11,94,-39,
1982-03-27,Let The Feeling Flow,Peabo Bryson,42,86,12,99,-13,
1982-03-27,Memories Of Days Gone By,Fred Parris & The Five Satins,71,72,5,71,1,
1982-03-27,Physical,Olivia Newton-John,1,56,26,95,-39,
1982-03-27,Somewhere Down The Road,Barry Manilow,21,62,15,96,-34,
1982-03-27,The Sweetest Thing (I've Ever Known),Juice Newton,7,65,24,97,-32,
1982-03-27,Working For The Weekend,Loverboy,29,87,20,100,-13,
1982-03-27,You Could Have Been With Me,Sheena Easton,15,52,18,79,-27,
1982-03-20,All Our Tomorrows,Eddie Schwartz,28,60,15,74,-14,
1982-03-20,If Looks Could Kill,Player,48,63,9,85,-22,
1982-03-20,Lonely Nights,Bryan Adams,84,88,2,84,4,
1982-03-20,Love Is Alright Tonite,Rick Springfield,20,76,16,94,-18,
1982-03-20,Love Is Like A Rock,Donnie Iris,37,85,14,98,-13,
1982-03-20,Only One You,T.G. Sheppard,68,69,8,88,-19,
1982-03-20,Our Lips Are Sealed,Go-Go's,20,86,30,91,-5,
1982-03-20,Running,Chubby Checker,91,91,5,100,-9,
1982-03-20,Sad Girl,GQ,93,93,2,93,0,
1982-03-20,The Longer You Wait,Gino Vannelli,89,89,3,99,-10,
1982-03-20,Turn Your Love Around,George Benson,5,61,22,76,-15,
1982-03-20,"You're My Latest, My Greatest Inspiration",Teddy Pendergrass,43,81,11,97,-16,
1982-03-13,Cool (Part 1),The Time,90,93,7,98,-5,
1982-03-13,Cool Night,Paul Davis,11,74,19,99,-25,
1982-03-13,Hooked On Classics,Royal Philharmonic Orchestra,10,83,20,94,-11,
1982-03-13,Let's Get It Up,AC/DC,44,71,9,71,0,
1982-03-13,Let's Groove,"Earth, Wind & Fire",3,94,24,97,-3,
1982-03-13,Natural Love,Petula Clark,66,66,6,84,-18,
1982-03-13,Never Thought I'd Fall In Love,The Spinners,95,95,2,95,0,
1982-03-13,Waiting For A Girl Like You,Foreigner,2,76,23,92,-16,
1982-03-13,Waiting On A Friend,The Rolling Stones,13,73,15,100,-27,
1982-02-27,Be Mine (Tonight),"Grover Washington, Jr.",92,92,4,92,0,
1982-02-27,Come Go With Me,The Beach Boys,18,94,15,97,-3,
1982-02-27,Comin' In And Out Of Your Life,Barbra Streisand,11,87,16,95,-8,
1982-02-27,Leather And Lace,Stevie Nicks With Don Henley,6,68,19,93,-25,
1982-02-27,Perhaps Love,Placido Domingo & John Denver,59,95,7,98,-3,
1982-02-27,Sea Of Love,Del Shannon,33,76,12,94,-18,
1982-02-27,Trouble,Lindsey Buckingham,9,88,19,96,-8,
1982-02-27,Voice On The Radio,Conductor,63,63,5,86,-23,
1982-02-27,Why Do Fools Fall In Love,Diana Ross,7,96,20,99,-3,
1982-02-20,Opposites Do Attract,All Sports Band,78,78,3,78,0,
1982-02-20,She's Got A Way,Billy Joel,23,84,14,100,-16,
1982-02-20,Someone Could Lose A Heart Tonight,Eddie Rabbitt,15,82,15,98,-16,
1982-02-20,Start It All Over,McGuffey Lane,97,98,3,97,1,
1982-02-20,Steppin' Out,Kool & The Gang,89,89,2,89,0,
1982-02-20,Young Turks,Rod Stewart,5,83,19,99,-16,
1982-02-13,Don't Stop Believin',Journey,9,62,16,100,-38,
1982-02-13,I Wouldn't Have Missed It For The World,Ronnie Milsap,20,40,17,92,-52,
1982-02-13,Keeping Our Love Alive,Henry Paul Band,50,50,10,95,-45,
1982-02-13,Power Play,Molly Hatchet,96,98,2,96,2,
1982-02-13,Tonight Tonight,Bill Champlin,55,55,8,99,-44,
1982-02-13,Under Pressure,Queen & David Bowie,29,53,15,97,-44,
1982-02-13,Yesterday's Songs,Neil Diamond,11,41,15,94,-53,
1982-01-30,Castles In The Air,Don McLean,36,55,14,93,-38,
1982-01-30,Every Little Thing She Does Is Magic,The Police,3,53,19,89,-36,
1982-01-30,Falling In Love,Balance,58,89,11,100,-11,
1982-01-30,Heart Like A Wheel,The Steve Miller Band,24,91,14,99,-8,
1982-01-30,If I Were You,Lulu,44,58,11,92,-34,
1982-01-30,Little Darlin',Sheila,49,49,9,70,-21,
1982-01-30,"My Girl (Gone, Gone, Gone)",Chilliwack,22,66,19,91,-25,
1982-01-30,My Kinda Lover,Billy Squier,45,65,10,90,-25,
1982-01-30,Private Eyes,Daryl Hall John Oates,1,67,23,97,-30,
1982-01-30,Start Me Up,The Rolling Stones,2,83,24,98,-15,
1982-01-30,Steal The Night,Stevie Woods,25,42,21,87,-45,
1982-01-23,Arthur's Theme (Best That You Can Do),Christopher Cross,1,75,24,97,-22,
1982-01-23,Can't Hold Back (Your Loving),Kano,89,89,5,100,-11,
1982-01-23,Closer To The Heart,Rush,69,88,11,99,-11,
1982-01-23,Let Me Love You Once,Greg Lake,48,61,10,92,-31,
1982-01-23,No Reply At All,Genesis,29,82,18,98,-16,
1982-01-23,Southern Pacific,Neil Young/Crazy Horse,70,70,5,95,-25,
1982-01-23,The Old Songs,Barry Manilow,15,74,16,96,-22,
1982-01-23,Those Good Old Dreams,Carpenters,63,63,6,93,-30,
1982-01-23,Wkrp In Cincinnati,Steve Carlisle,65,65,10,94,-29,
1982-01-16,Better Things,The Kinks,92,92,8,92,0,
1982-01-16,Blaze Of Glory,Kenny Rogers,66,97,9,99,-2,
1982-01-16,I've Done Everything For You,Rick Springfield,8,86,22,98,-12,
1982-01-16,Just Once,Quincy Jones Featuring James Ingram,17,82,23,94,-12,
